Course Id	Course-Title	Is Paid	Level	Published Date	Pulished Timestamp	Subject	URL1	CONTENT DURATION in HR's	Num Lectures	Price	Reviews	Students
1070968	Ultimate Investment Banking Course	Paid	All Levels	18/01/17	30/12/1899 12:58:58 pm	Business Finance	https://www.udemy.com/ultimate-investment-banking-course/	0.045138889	51	$200	23	2147
1113822	Complete GST Course & Certification - Grow Your CA Practice	Paid	All Levels	09/03/17	30/12/1899 8:34:20 am	Business Finance	https://www.udemy.com/goods-and-services-tax/	39	274	$75	923	2792
1006314	Financial Modeling for Business Analysts and Consultants	Paid	Intermediate Level	19/12/16	30/12/1899 11:26:30 am	Business Finance	https://www.udemy.com/financial-modeling-for-business-analysts-and-consultants/	2.5	51	$45	74	2174
1210588	Beginner to Pro - Financial Analysis in Excel 2017	Paid	All Levels	30/05/17	30/12/1899 1:07:24 am	Business Finance	https://www.udemy.com/complete-excel-finance-course-from-beginner-to-pro/	3	36	$95	11	2451
1011058	How To Maximize Your Profits Trading Options	Paid	Intermediate Level	13/12/16	30/12/1899 6:57:18 am	Business Finance	https://www.udemy.com/how-to-maximize-your-profits-trading-options/	2	26	$200	45	1276
192870	Trading Penny Stocks: A Guide for All Levels In 2017	Paid	All Levels	02/05/14	30/12/1899 8:13:30 am	Business Finance	https://www.udemy.com/trading-penny-stocks-a-guide-for-all-levels/	3	25	$150	138	9221
739964	Investing And Trading For Beginners: Mastering Price Charts	Paid	Beginner Level	21/02/16	30/12/1899 10:23:12 am	Business Finance	https://www.udemy.com/investing-and-trading-for-beginners-mastering-price-charts/	1	26	$65	178	1540
403100	"Trading Stock Chart Patterns For Immediate, Explosive Gains"	Paid	All Levels	30/01/15	30/12/1899 2:13:03 am	Business Finance	https://www.udemy.com/trading-chart-patterns-for-immediate-explosive-gains/	2.5	23	$95	148	2917
476268	Options Trading 3 : Advanced Stock Profit and Success Method	Paid	Expert Level	27/05/15	30/12/1899 5:14:03 am	Business Finance	https://www.udemy.com/day-trading-stock-options-3/	2.5	38	$195	34	5172
1167710	The Only Investment Strategy You Need For Your Retirement	Paid	All Levels	18/04/17	30/12/1899 11:13:32 am	Business Finance	https://www.udemy.com/the-only-investment-strategy-you-need-for-your-retirement/	1	15	$200	14	827
592338	Forex Trading Secrets of the Pros With Amazon's AWS	Paid	All Levels	11/09/15	30/12/1899 9:47:02 am	Business Finance	https://www.udemy.com/trading-with-amazons-aws-servers-trade-secrets-of-the-pros/	5	76	$200	93	4284
975046	Trading Options With Money Flow	Paid	All Levels	18/10/16	30/12/1899 3:52:31 am	Business Finance	https://www.udemy.com/trading-options-using-money-flow/	1	17	$200	42	1380
742602	Financial Management Risk and Return For Securities	Paid	All Levels	03/02/16	30/12/1899 10:04:01 am	Business Finance	https://www.udemy.com/risk-and-return-finance/	1.5	19	$30	21	3607
794151	Forex Trading Course: Work Smarter Not Harder Proven Results	Paid	All Levels	16/03/16	30/12/1899 8:40:19 am	Business Finance	https://www.udemy.com/the-complete-trading-course/	2	16	$195	52	4061
1196544	Python Algo Trading: Sentiment Trading with News	Paid	All Levels	28/04/17	30/12/1899 9:41:44 am	Business Finance	https://www.udemy.com/hedge-fund-strategy-trading-with-sentiment-analysis/	7	42	$200	19	294
504036	Short Selling: Learn To Sell Stocks Before The Fall	Paid	Intermediate Level	22/06/15	30/12/1899 2:18:35 am	Business Finance	https://www.udemy.com/short-selling-learn-to-sell-before-the-fall/	1.5	19	$75	106	2276
719698	Basic Technical Analysis: Learn the structure of the market	Paid	Beginner Level	08/01/16	30/12/1899 9:21:26 am	Business Finance	https://www.udemy.com/learn-basic-technical-analysis/	1.5	16	$20	79	4919
564966	The Complete Chart Pattern Trading Course: A Proven Approach	Paid	All Levels	10/08/15	30/12/1899 2:07:35 am	Business Finance	https://www.udemy.com/make-money-trading-stocks-from-home/	4	52	$200	115	2666
606928	7 Deadly Mistakes of Investing that Will Slash Your Profits!	Paid	All Levels	21/09/15	30/12/1899 11:10:34 am	Business Finance	https://www.udemy.com/7-deadly-mistakes-of-investing/	1.5	23	$50	24	5354
58977	Financial Statements Made Easy	Paid	Beginner Level	08/06/13	30/12/1899 5:21:26 am	Business Finance	https://www.udemy.com/intro-to-financial-statements-for-entrepreneurs/	0.583333333	12	$95	249	8095
1242604	Winning Forex Trading with Live Forex Trading Examples	Paid	All Levels	05/06/17	30/12/1899 7:54:04 am	Business Finance	https://www.udemy.com/forexmacross/	2	25	$200	3	809
798740	Forex Traders - Create Your First Trading Robot. No Coding!	Paid	All Levels	02/05/16	30/12/1899 12:26:48 pm	Business Finance	https://www.udemy.com/launch-your-amazing-forex-robot-in-30-minutes-no-coding/	4	39	$200	84	2295
506568	Create A Business From Home Trading Stocks Today In 2017	Paid	All Levels	26/05/15	30/12/1899 10:25:46 am	Business Finance	https://www.udemy.com/work-from-home-buying-penny-stocks/	2	16	$75	83	10149
1020760	Introduction to Accounting : Mastering Financial Statements	Paid	Beginner Level	05/12/16	30/12/1899 2:14:17 am	Business Finance	https://www.udemy.com/introduction-to-accounting-mastering-financial-statements/	1	23	$50	38	1916
859742	The Complete Ethereum Course: Get .01 Ether In Your Wallet	Paid	All Levels	30/05/16	30/12/1899 11:53:46 am	Business Finance	https://www.udemy.com/ethereum/	2	40	$45	333	2507
383414	Beginner to Pro in PowerPoint: Complete PowerPoint Training	Paid	All Levels	31/01/15	30/12/1899 7:34:05 am	Business Finance	https://www.udemy.com/powerpoint-master-class-for-business-and-finance-graduates/	5	50	$150	518	5786
353044	Investing 101: The Complete Online Investing Course	Paid	All Levels	28/11/14	30/12/1899 9:49:03 am	Business Finance	https://www.udemy.com/online-investing-guide/	4.5	42	$200	373	5334
447362	Create Your Own Hedge Fund: Trade Stocks Like A Fund Manager	Paid	Intermediate Level	12/04/15	30/12/1899 1:13:47 am	Business Finance	https://www.udemy.com/create-your-own-hedge-fund-double-your-money-every-year/	2	25	$175	237	4005
831066	Learn MQL5: Build an 8-Currency Hedging Robot (MetaTrader 5)	Paid	All Levels	26/04/16	30/12/1899 3:41:46 am	Business Finance	https://www.udemy.com/learn-mql5/	4.5	81	$150	103	2877
1266306	Forex Trading: Your Complete Guide to Get Started Like a Pro	Paid	Beginner Level	27/06/17	30/12/1899 3:21:31 am	Business Finance	https://www.udemy.com/forex-trading-your-complete-guide-to-get-started-like-a-pro/	3	37	$140	25	1026
1170894	Python Algo Stock Trading: Automate Your Trading!	Paid	Beginner Level	28/05/17	30/12/1899 4:41:03 am	Business Finance	https://www.udemy.com/algorithmic-stock-trading-bootcamp-automate-your-trading/	2.5	41	$95	21	1165
948974	THE Forex Robot: Incredible ROI (Robot Included)	Paid	All Levels	04/10/16	30/12/1899 8:20:57 am	Business Finance	https://www.udemy.com/the-forex-robot-1000-annual-profit-robot-included/	1.5	35	$200	171	1843
380970	The Complete Bitcoin Course: Get .001 Bitcoin In Your Wallet	Paid	All Levels	08/01/15	30/12/1899 7:55:15 am	Business Finance	https://www.udemy.com/bitcoin-for-beginners/	6.5	80	$45	449	8797
1217778	Mastering High Probability Iron Condor Options Trading	Paid	All Levels	31/05/17	30/12/1899 10:22:08 am	Business Finance	https://www.udemy.com/mastering-high-probability-iron-condor-options-trading/	2	22	$200	11	1030
1246208	The Complete Short Course on Ethereum	Paid	All Levels	11/06/17	30/12/1899 12:02:03 pm	Business Finance	https://www.udemy.com/ethereum1/	1.5	28	$200	12	1041
434774	Options Trading Stocks: Proven Toolbox For Financial Success	Paid	Intermediate Level	19/05/15	30/12/1899 4:25:41 am	Business Finance	https://www.udemy.com/trading-stock-options-ii-simplified-strategies-for-success/	10	68	$195	118	7884
308690	Forex Trading A-Zâ„¢ - With LIVE Examples of Forex Trading	Paid	Beginner Level	12/12/14	30/12/1899 3:58:39 am	Business Finance	https://www.udemy.com/forex-trading/	5.5	52	$195	2476	16900
888716	"Introduction to Finance, Accounting, Modeling and Valuation"	Paid	All Levels	27/06/16	30/12/1899 11:12:23 am	Business Finance	https://www.udemy.com/introduction-to-accounting-finance-modeling-valuation-by-chris-haroun/	4.5	61	$200	1118	11441
321410	Beginner to Pro in Excel: Financial Modeling and Valuation	Paid	All Levels	25/11/14	30/12/1899 3:00:40 am	Business Finance	https://www.udemy.com/beginner-to-pro-in-excel-financial-modeling-and-valuation/	7.5	138	$195	2697	22257
965832	The Complete Investment Banking Course 2017	Paid	All Levels	10/10/16	30/12/1899 9:16:26 am	Business Finance	https://www.udemy.com/the-complete-investment-banking-course-2016/	5.5	110	$195	809	8575
648826	The Complete Financial Analyst Course 2017	Paid	All Levels	20/01/16	30/12/1899 5:38:48 am	Business Finance	https://www.udemy.com/the-complete-financial-analyst-course/	10	174	$195	2347	24481
1035472	Python for Finance: Investment Fundamentals & Data Analytics	Paid	All Levels	30/03/17	30/12/1899 3:17:09 am	Business Finance	https://www.udemy.com/python-for-finance-investment-fundamentals-data-analytics/	6.5	103	$195	278	3811
1154754	Financial Modeling for Startups & Small Businesses	Paid	Beginner Level	29/03/17	30/12/1899 3:36:05 am	Business Finance	https://www.udemy.com/financial-modeling-for-startups-small-businesses/	11.5	79	$195	137	4991
627540	Options Trading - How to Win with Weekly Options	Paid	Intermediate Level	22/10/15	30/12/1899 2:54:28 am	Business Finance	https://www.udemy.com/work-from-home-setup-your-own-options-trading-business/	1	25	$115	1190	7489
301442	Black Algo Trading: Build Your Trading Robot	Paid	All Levels	27/10/14	30/12/1899 3:01:36 am	Business Finance	https://www.udemy.com/build-your-trading-robot/	16	227	$200	1113	20195
640100	Accounting & Financial Statement Analysis: Complete Training	Paid	All Levels	21/10/15	30/12/1899 5:03:48 am	Business Finance	https://www.udemy.com/accounting-fsa-a-solid-foundation-for-a-career-in-finance/	3	43	$150	594	10042
1247394	Cryptocurrency Trading: Complete Guide To Trading Altcoins	Paid	All Levels	21/06/17	30/12/1899 4:18:47 am	Business Finance	https://www.udemy.com/cryptocurrency-trading/	5	35	$95	42	367
260470	Forex Robots: Expect To Earn 175% P.A. Forex Robot Included!	Paid	All Levels	12/10/14	30/12/1899 2:19:11 am	Business Finance	https://www.udemy.com/backtesting/	5.5	42	$200	872	10603
1214702	Three Steps Trading - Live Trading - Real Account	Paid	All Levels	24/05/17	30/12/1899 4:02:07 am	Business Finance	https://www.udemy.com/three-steps-trading-live-trading-real-account/	5	46	$190	11	1197
848664	Option Trading for Rookies:  Understand Options Completely	Paid	All Levels	10/08/16	30/12/1899 8:27:06 am	Business Finance	https://www.udemy.com/complete-course-introduction-to-option-trading/	2	62	$150	65	2893
1142570	How I Learned Stock Trading (and How You Can Too)	Paid	Expert Level	02/05/17	30/12/1899 2:20:54 am	Business Finance	https://www.udemy.com/best-stock-traders/	2	53	$200	12	1580
325834	Learn to Trade for Profit: Find and Trade Winning Stocks	Paid	All Levels	24/10/14	30/12/1899 11:13:49 am	Business Finance	https://www.udemy.com/trading-stocks-successfully-introduction-to-stock-trading/	3	77	$95	71	10605
411168	Trading Inside Bars - Master 1 Easy Pattern To Be Successful	Paid	Intermediate Level	08/03/15	30/12/1899 5:24:38 am	Business Finance	https://www.udemy.com/trading-inside-bars-find-setups-today-make-money-tomorrow/	2	23	$125	200	2996
885974	Four Fundamentals of Financial Planning	Paid	All Levels	13/02/17	30/12/1899 8:42:58 am	Business Finance	https://www.udemy.com/four-fundamentals-of-financial-planning/	1	20	$30	23	6219
1151092	Options Trading - Calendar Spread Course for Every Trader	Paid	All Levels	02/04/17	30/12/1899 2:46:00 am	Business Finance	https://www.udemy.com/options-trading-calendar-spread-course-for-every-trader/	1.5	17	$200	11	1113
358326	Dividend Investing: Build Your Portfolio for a Better Future	Paid	Beginner Level	23/01/15	30/12/1899 10:31:19 am	Business Finance	https://www.udemy.com/dividend-investing/	4	47	$60	83	8314
153210	Learn Accounting. Understand Business.	Paid	Beginner Level	27/03/14	30/12/1899 10:58:37 am	Business Finance	https://www.udemy.com/learn-accounting-understand-business/	5.5	33	$200	123	5572
834836	How to Consistently Win Trading Stocks in 30 Days or Less	Paid	Intermediate Level	08/05/16	30/12/1899 10:44:33 am	Business Finance	https://www.udemy.com/winningstocktrades/	1	15	$145	169	1433
1171994	A Beginner's Guide to Quantopian Futures API	Paid	Intermediate Level	10/04/17	30/12/1899 5:59:50 am	Business Finance	https://www.udemy.com/quantopian-futures/	1.5	11	$20	6	936
1239068	How to Buy Cheap Options - Options Trading Pricing Model	Paid	All Levels	02/06/17	30/12/1899 11:12:45 am	Business Finance	https://www.udemy.com/options-black-scholes-model/	1	19	$200	2	658
985922	Excel Crash Course: Master Excel for Financial Analysis	Paid	All Levels	17/10/16	30/12/1899 5:51:59 am	Business Finance	https://www.udemy.com/excel-crash-course-master-excel-for-financial-analysis/	3.5	40	$105	689	8121
765562	"Comprehensive Guide to Financial Markets, Investing &Trading"	Paid	Beginner Level	29/02/16	30/12/1899 10:45:41 am	Business Finance	https://www.udemy.com/financial-markets-a-to-z-for-beginners/	9	79	$60	600	4187
165964	Stock Trading Ninja: Complete System For Trading Success	Paid	All Levels	19/02/14	30/12/1899 11:04:28 am	Business Finance	https://www.udemy.com/stock-trading-ninja-learn-how-to-make-money-trading-stocks/	4.5	38	$155	497	9445
855172	Hedge and Mutual Fund Careers: The Complete Guide	Paid	All Levels	20/06/16	30/12/1899 1:17:12 am	Business Finance	https://www.udemy.com/hedge-fund-mutual-fund-careers-the-complete-guide-how-to-pick-stocks/	8.5	102	$200	340	3255
258232	Algorithmic Trading In Forex: Create Your First Forex Robot!	Paid	All Levels	11/08/14	30/12/1899 1:01:14 am	Business Finance	https://www.udemy.com/learn-mql4/	6.5	40	$185	713	7941
994754	The Power Modeling Bootcamp: Advanced Excel in 10 Days	Paid	All Levels	25/11/16	30/12/1899 8:09:14 am	Business Finance	https://www.udemy.com/the-power-modeling-bootcamp-advanced-excel-in-10-days/	5.5	76	$150	158	1680
43319	Options Trading Basics (3-Course Bundle)	Paid	Beginner Level	25/02/13	30/12/1899 3:36:06 am	Business Finance	https://www.udemy.com/learn-options-trading-courses/	11	45	$180	985	10100
408440	How to Win 97% of Your Options Trades	Paid	All Levels	09/02/15	30/12/1899 8:21:40 am	Business Finance	https://www.udemy.com/how-to-win-97-percent-of-your-trades/	1.5	26	$125	461	5050
918688	How I Make Consistent Returns Trading Options	Paid	All Levels	05/10/16	30/12/1899 10:42:52 am	Business Finance	https://www.udemy.com/how-i-make-15-per-month-trading-options/	3.5	26	$200	162	2310
308694	"Forex Strategies: Kelly Criterion, Larry Williams and more!"	Paid	All Levels	19/02/15	30/12/1899 3:31:27 am	Business Finance	https://www.udemy.com/money-management/	3	32	$185	506	5528
199450	"Elite Trend Trader: Learn To Trade Stocks, Options & Forex"	Paid	All Levels	16/04/14	30/12/1899 6:58:31 am	Business Finance	https://www.udemy.com/elite-trend-trader-how-to-make-a-fortune-trading-the-trend/	5	28	$125	237	6451
401784	Options Trading Introduction: Day Trade Stock Options	Paid	Beginner Level	20/02/15	30/12/1899 1:39:41 am	Business Finance	https://www.udemy.com/how-to-trade-stock-options-level-1-start-day-trading/	2.5	30	$95	218	12394
1122792	The Almost Perfect Options Trading Strategy System - Unique	Paid	All Levels	03/03/17	30/12/1899 1:43:05 am	Business Finance	https://www.udemy.com/the-almost-perfect-options-trading-strategy-system-unique/	1	15	$200	18	1793
709500	Forex Trading -  Learn to Trade Forex Like the Banks	Paid	All Levels	30/03/16	30/12/1899 8:29:03 am	Business Finance	https://www.udemy.com/forex-trading-learn-the-same-strategies-used-by-banks/	1	23	$20	240	3223
285638	Learn to Trade for Profit:Trading with Japanese Candlesticks	Paid	Beginner Level	01/09/14	30/12/1899 8:53:13 am	Business Finance	https://www.udemy.com/introduction-to-japanese-candlesticks/	3	45	$60	273	16385
1135126	The Most Powerful Options Spread Trading Front Ratio Spread	Paid	All Levels	08/03/17	30/12/1899 1:09:41 am	Business Finance	https://www.udemy.com/the-most-powerful-options-spread-trading-front-ratio-spread/	2	18	$200	16	1487
834558	What Finance Job is for You? Explanation of 14 Finance Roles	Paid	All Levels	03/05/16	30/12/1899 10:22:32 am	Business Finance	https://www.udemy.com/what-finance-job-is-for-you-explanation-of-14-financial-analyst-roles/	4	60	$200	232	2951
551968	The Blueprint for Successful Stock Trading	Paid	All Levels	13/08/15	30/12/1899 11:58:05 am	Business Finance	https://www.udemy.com/stock-market-millionaire-blueprint/	1	15	$120	331	2697
1005658	Trading for Beginners - Intermediate Level	Paid	Beginner Level	08/11/16	30/12/1899 5:45:20 am	Business Finance	https://www.udemy.com/trading-for-beginners-tier-2/	5	39	$150	40	3979
746432	Start Trading Stocks Using Technical Analysis!	Paid	All Levels	03/02/16	30/12/1899 9:10:31 am	Business Finance	https://www.udemy.com/professional-stock-trader/	4	45	$25	244	3190
1057242	Learn How to Set Up an Incubator Hedge Fund - Step-by-Step	Paid	Expert Level	18/01/17	30/12/1899 12:55:27 pm	Business Finance	https://www.udemy.com/hedge-fund-startup/	1.5	54	$200	71	1406
284118	VPS for Forex Trading - Protect Your Forex Robots	Paid	All Levels	18/09/14	30/12/1899 9:07:58 am	Business Finance	https://www.udemy.com/forex-vps/	2	24	$160	225	4252
302562	Introduction to Accounting: The Language of Business	Paid	Beginner Level	02/10/14	30/12/1899 2:16:55 am	Business Finance	https://www.udemy.com/learnaccountingforfree/	11.5	134	$20	370	11958
596598	Basic Excel for Basic Bookkeeping and Accounting	Paid	Beginner Level	09/09/15	30/12/1899 5:30:48 am	Business Finance	https://www.udemy.com/basic-excel-for-basic-bookkeeping/	1.5	33	$95	340	7743
860890	"Using 'The Greeks To Understand Options"""	Paid	All Levels	13/07/16	30/12/1899 11:37:40 am	Business Finance	https://www.udemy.com/options-greeks/	1	5	$50	55	2134
951050	Trading Options For Consistent Returns: Calendar Spreads	Paid	All Levels	06/10/16	30/12/1899 9:58:46 am	Business Finance	https://www.udemy.com/trading-options-for-consistent-returns-calendar-spreads/	1.5	20	$200	69	1214
796450	How to Create Your Personal Budget	Paid	All Levels	21/03/16	30/12/1899 2:09:49 am	Business Finance	https://www.udemy.com/personal-budget/	1	10	$20	53	3870
502772	The Complete Value Investing Course: A Proven Approach	Paid	All Levels	16/06/15	30/12/1899 3:43:07 am	Business Finance	https://www.udemy.com/value-investing-essential-guide-to-picking-stocks/	4.5	49	$200	212	2146
1102462	FOREX Trading with Price Action	Paid	Beginner Level	14/03/17	30/12/1899 11:30:55 am	Business Finance	https://www.udemy.com/forex-trading-system/	1	19	$195	57	484
1062092	Emini ES Futures - Advanced Non Directional Options Trading	Paid	All Levels	11/01/17	30/12/1899 12:48:19 pm	Business Finance	https://www.udemy.com/emini-es-futures-advanced-non-directional-options-trading/	1.5	14	$200	15	1057
891484	Forex Trading - Advanced Fundamental Analysis	Paid	Intermediate Level	30/06/16	30/12/1899 10:06:46 am	Business Finance	https://www.udemy.com/forex-trading-advanced-fundamental-analysis/	2.5	49	$20	100	1754
1217064	How To Invest With Tiny Capital In Stocks ?	Paid	Beginner Level	23/05/17	30/12/1899 9:07:09 am	Business Finance	https://www.udemy.com/howtoinvest5k/	1.1	6	$20	5	1239
382204	Learn How To Successfully Trade Stocks: In 5 Simple Steps	Paid	All Levels	31/01/15	30/12/1899 11:02:09 am	Business Finance	https://www.udemy.com/learn-how-to-successfully-trade-stocks-in-5-simple-steps/	9.5	108	$95	276	2493
308696	Forex MetaTrader 4: Master MT4 Like A Pro Forex Trader	Paid	Beginner Level	28/10/15	30/12/1899 10:32:56 am	Business Finance	https://www.udemy.com/metatrader4/	5	57	$150	402	2602
474928	Intermediate Options trading concepts for Stocks and Options	Paid	All Levels	13/04/15	30/12/1899 1:28:04 am	Business Finance	https://www.udemy.com/intermediate-options-trading-concepts-for-stocks-and-options-traders/	1	9	$40	30	2000
1148774	Options Trading 101: The Basics	Free	Beginner Level	23/03/17	30/12/1899 3:19:57 am	Business Finance	https://www.udemy.com/options-trading-101-the-basics/	0.55	11	$0	66	1514
959144	Practical Accounts APP Overview	Paid	Intermediate Level	04/10/16	30/12/1899 4:38:32 am	Business Finance	https://www.udemy.com/practical-accounts-app-overview/	3	14	$20	1	1361
1233350	Bitcoin Profits for Beginners	Paid	Beginner Level	09/06/17	30/12/1899 10:01:05 am	Business Finance	https://www.udemy.com/bitcoin-profits-for-beginners/	1.5	30	$100	18	61
572744	Trend Traders Club: How To Find And Trade Fast Moving Trends	Paid	All Levels	04/08/15	30/12/1899 12:16:51 pm	Business Finance	https://www.udemy.com/how-to-find-and-trade-profitable-fast-moving-trends/	5.5	60	$75	31	1513
724062	Financial Statements Basics	Paid	Beginner Level	14/01/16	30/12/1899 10:58:56 am	Business Finance	https://www.udemy.com/financial-statements-basics/	2	9	$20	19	1374
474212	High performance Stock Trading using key Options techniques	Paid	All Levels	12/04/15	30/12/1899 3:28:45 am	Business Finance	https://www.udemy.com/high-performance-stock-trading-using-options-trading-techniques/	1.5	6	$40	15	2103
771276	Introduction to Financial Statement Analysis	Paid	Beginner Level	21/03/16	30/12/1899 10:00:37 am	Business Finance	https://www.udemy.com/introduction-to-financial-statement-analysis/	1.5	25	$20	25	1480
388164	Basics of Economics (College Level)	Paid	All Levels	08/01/15	30/12/1899 5:55:52 am	Business Finance	https://www.udemy.com/economics-for-accounting-and-finance-professionals/	1.5	20	$25	12	2516
133536	Stock Market Investing for Beginners	Free	Beginner Level	25/12/13	30/12/1899 11:53:34 am	Business Finance	https://www.udemy.com/the-beginners-guide-to-the-stock-market/	1.5	15	$0	2698	50855
655300	Accounting for Beginners : Learn Basics in under 1 Hour	Paid	Beginner Level	03/12/15	30/12/1899 9:08:10 am	Business Finance	https://www.udemy.com/accounting-for-beginners-how-to-do-accounting-super-easily/	1.5	20	$50	13	1971
949504	Straddle Options Trading - Profit in Any Market Direction	Paid	All Levels	03/10/16	30/12/1899 10:32:40 am	Business Finance	https://www.udemy.com/straddle-options-trading-profit-in-any-market-direction/	1	19	$200	9	837
265960	Fundamentals of Forex Trading	Free	All Levels	29/08/14	30/12/1899 1:10:38 am	Business Finance	https://www.udemy.com/fundamentals-of-forex-trading/	1	23	$0	620	17160
680044	"Binary Options: Trading Strategies, 90% Accuracy and Signals"	Paid	Beginner Level	14/12/15	30/12/1899 10:29:57 am	Business Finance	https://www.udemy.com/learn-trading-binary-options-from-scratch-and-3-strategies/	1	24	$195	38	1723
923616	Website Investing 101 - Buying & Selling Online Businesses	Free	All Levels	05/08/16	30/12/1899 10:03:15 am	Business Finance	https://www.udemy.com/cash-flow-website-investing-buy-sell-online-businesses-digital-assets/	2	51	$0	151	6811
741898	Practical Accounts & Bookkeeping Automated Overview	Paid	All Levels	28/01/16	30/12/1899 1:43:31 am	Business Finance	https://www.udemy.com/practical-accounts-bookkeeping-automated-overview/	4.5	30	$20	17	2060
381330	Live Account - ETF Trading System - Hacking The Stock Market	Paid	All Levels	30/12/14	30/12/1899 7:29:21 am	Business Finance	https://www.udemy.com/cracked-wall-street-hacked-the-stock-market-top-secret/	5	16	$150	19	2318
545918	Stock Market Leverage: How to Start Trading Options Wisely	Paid	Beginner Level	27/07/15	30/12/1899 11:39:51 am	Business Finance	https://www.udemy.com/stock-market-tips-how-to-successfully-trade-options/	1.5	13	$95	14	2153
191854	Stock Market Foundations	Free	Beginner Level	31/03/14	30/12/1899 2:35:06 am	Business Finance	https://www.udemy.com/how-to-invest-in-the-stock-market-beginners/	2	9	$0	794	19339
471546	Crash Course on Working Capital Management	Paid	All Levels	16/04/15	30/12/1899 10:35:54 am	Business Finance	https://www.udemy.com/crash-course-on-working-capital-management/	1	8	$20	8	3177
866584	Advanced Accounting A Complete Study for CA / CMA / CFA / CS	Paid	All Levels	03/06/16	30/12/1899 10:42:27 am	Business Finance	https://www.udemy.com/branch-accounts-a-complete-analysis/	62	462	$150	16	1535
889824	61% Profit In 1 Month - Crush Your Forex Trading Paradigm	Paid	All Levels	18/07/16	30/12/1899 3:38:56 am	Business Finance	https://www.udemy.com/61-profit-in-1-month-shattering-your-trading-paradigm/	1.5	25	$20	29	1027
1191504	How to create a routine Trading	Paid	All Levels	01/05/17	30/12/1899 11:50:43 am	Business Finance	https://www.udemy.com/how-to-create-a-trading-routine/	0.133333333	5	$25	8	307
585752	"Forex Trading Secrets |MT4 Robot (EA) inside, no coding"	Paid	All Levels	24/08/15	30/12/1899 3:16:54 am	Business Finance	https://www.udemy.com/forex-trading-robot-forex-trading/	1.08	29	$150	48	2096
671578	Forex SOS Course: Trading Tweaks And Working Forex Strategy	Paid	Beginner Level	18/11/15	30/12/1899 2:40:10 am	Business Finance	https://www.udemy.com/forex-sos-course/	2.5	59	$50	48	1315
151668	Introduction to Financial Modeling	Free	Intermediate Level	27/05/14	30/12/1899 9:22:16 am	Business Finance	https://www.udemy.com/financial-modeling-asimplemodel/	1.5	8	$0	1463	29167
1105344	Quantitative Aptitude for Banking & Competitive Examinations	Paid	All Levels	09/02/17	30/12/1899 11:33:52 am	Business Finance	https://www.udemy.com/quantitative-aptitude-for-competitive-examinations-part-i/	3	42	$50	1	1056
44836	Option Spreads and Credit Spreads Bundle	Paid	Expert Level	05/03/13	30/12/1899 10:27:38 am	Business Finance	https://www.udemy.com/option-spreads-and-credit-spreads-bundle/	4.5	24	$180	194	2212
840300	B Com Accountancy I (Paper ECO 02 IGNOU)	Paid	All Levels	05/05/16	30/12/1899 4:07:43 am	Business Finance	https://www.udemy.com/accounts-from-incomplete-records/	31.5	284	$50	6	2946
1100054	FOREX TRADING - Learn in a quick + profitable way + support	Paid	All Levels	20/02/17	30/12/1899 3:45:20 am	Business Finance	https://www.udemy.com/forex-the-only-simple-trading-your-ever-need-bank-trading/	3.5	47	$100	48	271
421054	Auditing Basics (Professional Course Level)	Paid	All Levels	13/02/15	30/12/1899 6:37:18 am	Business Finance	https://www.udemy.com/basics-of-auditing/	2.5	35	$25	10	3771
528784	Stock market Investing Encyclopedia: How to invest in stocks	Paid	Intermediate Level	10/11/15	30/12/1899 2:55:53 am	Business Finance	https://www.udemy.com/stockmarket/	3	39	$200	11	3143
637430	Learn the basics of preparing accounting statements	Paid	Intermediate Level	13/10/15	30/12/1899 2:07:22 am	Business Finance	https://www.udemy.com/basics-of-financial-accounting/	0.55	20	$20	30	1951
236080	Elliott Wave -Forex Trading With The Elliott Wave Theory	Paid	Expert Level	15/12/16	30/12/1899 7:49:13 am	Business Finance	https://www.udemy.com/forex-trading-with-the-elliot-wave-theory/	1	14	$90	35	4022
777444	Corporate Finance - A Brief Introduction	Free	Beginner Level	03/03/16	30/12/1899 9:58:09 am	Business Finance	https://www.udemy.com/finance-a-brief-introduction-and-basics-finance-101/	1.5	17	$0	649	11724
474238	Excel functions to analyze and visualize data	Paid	Intermediate Level	20/04/15	30/12/1899 11:52:32 am	Business Finance	https://www.udemy.com/basic-excel-functions-to-analyze-large-data/	2	16	$20	54	2283
1245244	Building Financial Statements in Excel	Paid	Beginner Level	29/06/17	30/12/1899 4:34:42 am	Business Finance	https://www.udemy.com/guide-to-building-financial-statements/	1	18	$35	1	1181
1051570	Transfer Pricing A Complete Analysis	Paid	All Levels	28/12/16	30/12/1899 10:19:16 am	Business Finance	https://www.udemy.com/transfer-pricing-a-complete-analysis/	2.5	14	$50	3	1852
262370	Accounting: Get Hired Without Work Experience	Paid	All Levels	01/09/14	30/12/1899 2:43:47 am	Business Finance	https://www.udemy.com/accounting-get-hired-without-work-experience/	1	20	$100	187	4661
1188178	Forex Trading for Beginners - Basics	Paid	All Levels	24/04/17	30/12/1899 9:42:56 am	Business Finance	https://www.udemy.com/complete-forex-trading-for-beginners-in-1-course-basics/	1	11	$50	9	989
824592	Basic Bookkeeping Hacks	Paid	All Levels	14/06/16	30/12/1899 8:43:23 am	Business Finance	https://www.udemy.com/basic-bookkeeping/	1.5	28	$20	16	5841
